epoch,train_loss,val_loss,val_dice,val_iou,val_precision,val_recall,lr
22,0.21759497084760968,0.21521972053620875,0.5977409514116999,0.5415349162076871,0.7135468431947379,0.8105601782807832,5.9775375071993364e-05
23,0.21721395082488845,0.2258718926066805,0.5712620884172291,0.5256991945747899,0.7801251878161992,0.7291185608937414,5.670399506143306e-05
24,0.22136361915853958,0.2173285191029444,0.5882344266591221,0.5350574894586042,0.7358439732388706,0.7814085998111958,5.3608130716701005e-05
25,0.21608807598299618,0.21764345213673003,0.5911638581863307,0.5381047315338033,0.7316259382308314,0.7918230170763729,5.049999999999999e-05
26,0.2307065059914242,0.2255795642191456,0.5767950449285986,0.5396531266295503,0.8390834973389842,0.6867408788625102,4.7391869283298976e-05
27,0.21697816760102404,0.21685183007042177,0.5898628229260507,0.5311590430402382,0.6630612151664412,0.8395167482463786,4.429600493856693e-05
28,0.21458090552706507,0.21930027659113252,0.5851197996466733,0.5244988940296177,0.6623227935479362,0.8380679660629657,4.122462492800662e-05
29,0.21098340571492533,0.21082593073615805,0.6012073924917574,0.5460448825775003,0.7148401369950752,0.8118530052613931,3.8189850585339674e-05
30,0.2117077878664566,0.22231534574112594,0.5789125128305054,0.5167315563235949,0.6427081299080397,0.853072916064508,3.5203658778440106e-05
31,0.21323572527381437,0.21482491841690401,0.594329050400833,0.5378417641183737,0.6911679425972305,0.8244404189579634,3.227783464210844e-05
32,0.21066718707922139,0.2137498031520036,0.5977151639187586,0.5412464465434526,0.7039837626776816,0.8144319548641485,2.942392506752889e-05
33,0.207496773927838,0.2102536285110816,0.6050166374995063,0.5511322867445908,0.7172678842125901,0.8118479914970972,2.6653193131965075e-05
34,0.2059244189835802,0.207193910633914,0.610188215122184,0.5568589710979488,0.7388758929325021,0.8003786816301949,2.3976573648539646e-05
35,0.20574431334492527,0.20825063551586498,0.6073458848838442,0.5519579223477131,0.7135320935267236,0.8168089848837142,2.1404630011522576e-05
36,0.20745473423430436,0.20961279812022,0.6058582617614239,0.561403790727429,0.8151935315509498,0.7290915216783154,1.8947512507439848e-05
37,0.20502719044496742,0.2067951743336149,0.6091186810086061,0.5536774366175429,0.718039920291325,0.8180330101280858,1.66149182565299e-05
38,0.20451650657231293,0.20443978293638224,0.6127965808616176,0.5576515945893061,0.7300609392342067,0.8100542929029942,1.4416052942640132e-05
39,0.20507885443070267,0.2036547527450204,0.6163623964016999,0.5655478206680706,0.7577355869761843,0.7914176630883163,1.235959448259843e-05
40,0.20330753629154796,0.20185374163639738,0.6196962629810744,0.567344909941974,0.7521657001416164,0.8003167178529462,1.04536587784401e-05
41,0.2027818466194823,0.2053032235248543,0.613166315928944,0.5600322442544718,0.7366784665442232,0.8074283534747855,8.70576768765026e-06
42,0.2029051079968863,0.20661715253018362,0.6108400282348913,0.5582318382251712,0.7545891349192916,0.7858653775227346,7.122819337828748e-06
43,0.20202537026209166,0.20467286452913713,0.6152052004310835,0.5623298624858925,0.7412136290474068,0.8049954132270615,5.711060902932039e-06
44,0.20207467958614042,0.20484389122633467,0.6142515399453533,0.5614615249881008,0.7448182943375745,0.8006115175636838,4.476063948531556e-06
45,0.20295920635608933,0.20433413232182535,0.6149101515015438,0.5607303437983628,0.7354806626188772,0.8099515275727742,3.4227024433898985e-06
46,0.199214172301979,0.20540590205181852,0.6133037162485468,0.559130796518277,0.7284529688384302,0.8139794895569017,2.555133524132766e-06
47,0.20002465661190733,0.20588466974739544,0.6122792877784505,0.5580818647085127,0.7279102022265752,0.8124548487295711,1.8767810889299075e-06
48,0.19913837003368365,0.2054033858158825,0.6132407876303819,0.5590684813767463,0.727998830562982,0.8130165362209751,1.3903222849333503e-06
49,0.20225111755389202,0.20609922790265686,0.6119743513015716,0.5577724939386259,0.7219572546508431,0.8185132880174615,1.0976769428005576e-06
50,0.20090062197156344,0.20536830452535748,0.6129970551520497,0.5590212395554016,0.7268458114068271,0.8147426732386679,1e-06
51,0.20251597796531418,0.206618440396391,0.6113521367667204,0.5572242169774236,0.7240315374951496,0.8153192471394768,1.0976769428005578e-06
52,0.20105257621860204,0.20661215505904282,0.6110101234401258,0.5566929107337192,0.7221212360321695,0.8173361815385987,1.3903222849333452e-06
53,0.1997716064505939,0.2076579155410053,0.6081844162948513,0.5534910325973653,0.7215660443756847,0.8140421728135144,1.8767810889299138e-06
54,0.20215983447394795,0.20665191363632124,0.6108585680308316,0.5564781101606304,0.7247356634609133,0.8138162281082199,2.5551335241327563e-06
55,0.2009771818978877,0.20289251084558246,0.6183654990402616,0.5649353715484573,0.7445947963660697,0.8042495323636727,3.4227024433898943e-06
56,0.202033563080845,0.20511780586125855,0.6139443120694247,0.5607852073300783,0.7322671247380977,0.8123118671380316,4.4760639485315525e-06
57,0.19890504201661938,0.20101694364681444,0.6226022131852007,0.5712939154698174,0.7661359668252103,0.7917247955213151,5.711060902932025e-06
58,0.20132580601339098,0.20168254694830906,0.6219879914014022,0.5721463916802715,0.77396782109121,0.7850835501138125,7.122819337828757e-06
59,0.1998873320797199,0.20296791055897426,0.6183234332490688,0.5674501374835326,0.7628872341429189,0.790439390823003,8.70576768765025e-06
60,0.19999354244032994,0.2025918731169123,0.619469971527785,0.5683497146817194,0.7587471551829644,0.7967048449331693,1.0453658778440085e-05
61,0.2010250361848481,0.2047355530008988,0.6148436517850787,0.5648236175864298,0.7653931550775408,0.7851283773187531,1.2359594482598432e-05
62,0.19878516553700726,0.20461436365452598,0.6157387293577652,0.5632676112616433,0.7456506869426249,0.7999944660929796,1.4416052942640117e-05
63,0.19859124010876764,0.2027629957483831,0.6181946517375227,0.5669253535081008,0.7527687834344962,0.7987120584183979,1.6614918256529913e-05
64,0.1996601577989663,0.2049472519926369,0.6144033368004668,0.5633909440674332,0.7573793406259871,0.789724644146038,1.8947512507439865e-05
65,0.1997694356673503,0.20561170637977141,0.6129726614086621,0.5596708505200493,0.7318998021851872,0.8109931254362178,2.1404630011522572e-05
66,0.2011109560633762,0.21132931355715334,0.5997766149802776,0.5412798677177824,0.6857557177303083,0.836937650116183,2.3976573648539683e-05
67,0.2069342759779737,0.2130946841772106,0.5974342351631807,0.5404417949114667,0.6836217511066132,0.8400226297816973,2.66531931319651e-05
68,0.2038290289100967,0.20708400693538895,0.6108983292779089,0.5655001987440134,0.8028643812393178,0.7529466276633628,2.942392506752893e-05
69,0.20235450634662108,0.21234099438167384,0.5993601643605949,0.5512044301075334,0.7854745971368947,0.7522340814753301,3.227783464210845e-05
70,0.2072477416100004,0.21094360030000284,0.6038785379718814,0.5598003360870816,0.799964639795603,0.745999778832402,3.520365877844009e-05
71,0.20574175299534314,0.2079572921536407,0.6091713858392158,0.5654964545948815,0.8092708919388363,0.7471346874942509,3.81898505853397e-05
72,0.20319140758129614,0.21772455824606668,0.5910703753538644,0.5501438434540525,0.8515197903191409,0.6887549504333823,4.122462492800663e-05
73,0.2032382340182232,0.2115970919680686,0.6058511876539779,0.5580496886053289,0.7819920934275185,0.7632073531261048,4.429600493856692e-05
74,0.2036325879300697,0.21360939152176936,0.598973992271148,0.5550212997972285,0.7987724828000551,0.7430980969085192,4.7391869283298997e-05
75,0.20628457263677935,0.21479414959721116,0.5982511987017102,0.5531588767719697,0.8039853738960625,0.7354335961686341,5.0499999999999994e-05
76,0.2119041429007355,0.20918303239553643,0.6074275033135778,0.5644057564298327,0.8143042922650935,0.7415829529780399,5.360813071670099e-05
77,0.21424971360571776,0.21380793259083464,0.5953607508138934,0.5529238704069984,0.8021012279913086,0.731568348539605,5.6703995061433075e-05
78,0.22102350141805938,0.2131297880242203,0.5986123002484035,0.5486171200534578,0.7514662224116115,0.7757371023292159,5.977537507199337e-05
79,0.2124589855535121,0.2062864874345062,0.6118614886888508,0.5637601159321302,0.7761732433223221,0.7742219153383468,6.281014941466034e-05
80,0.2173121241640441,0.2203286800145938,0.5810511974274225,0.5209718538851461,0.6759794023616846,0.8189546754522551,6.579634122155991e-05
81,0.2180623300279243,0.21743665428621636,0.5942443550724988,0.5440528901275202,0.7536533296705734,0.7695859620779639,6.872216535789156e-05
82,0.2156300335886735,0.23044356447765252,0.5628204505592116,0.4988311035519559,0.609537398228675,0.8637648726515073,7.157607493247108e-05
83,0.2175380255602583,0.2108192745939984,0.599244812210893,0.5469964668763787,0.7392457012262226,0.7901764401423655,7.434680686803495e-05
84,0.210171553813204,0.21823469324586633,0.5874153148687826,0.5277841462531006,0.6715743254475551,0.8360570124017298,7.702342635146037e-05
85,0.21134752358628225,0.2160487822541884,0.5911402513879583,0.5339805261783112,0.6870897855743917,0.8261531952793031,7.959536998847745e-05
86,0.22401181573543366,0.2131336841293161,0.5991204079566347,0.5561857226807231,0.8200321276213445,0.7239064293421967,8.205248749256016e-05
87,0.216010002169428,0.22098610273311595,0.5817869466509501,0.5211450364642115,0.6619050494371322,0.8402303265651699,8.438508174347009e-05
88,0.21689709465526327,0.22810074503057418,0.5731274194099734,0.5281009911464406,0.8072519393845738,0.7056554111587591,8.65839470573599e-05
89,0.22400192873010152,0.2153521389288411,0.5954928840184085,0.5439321645147901,0.7448571884580519,0.7797930359064033,8.864040551740162e-05
90,0.2169576416098619,0.22623235798761832,0.5740868871236537,0.5305887574718328,0.826541040258573,0.6873851340615622,9.054634122155994e-05
91,0.21329156437629385,0.22088912493046123,0.579028054509613,0.5191347017706436,0.6475421373312161,0.8500020714148987,9.229423231234978e-05
92,0.23209688565399073,0.28374015375703954,0.4685383279964212,0.4500852146814863,0.9354821015041407,0.5112499858748137,9.387718066217127e-05
93,0.22340221305059482,0.22280446156946962,0.5779508112087092,0.5201015961567766,0.6718752318707145,0.8200587295884292,9.5288939097068e-05
94,0.2483979609853859,0.3263733547285194,0.4072380380833722,0.39195649014206607,0.9117744196833437,0.4668578474918535,9.652393605146848e-05
95,0.22823230976922604,0.22530046913024673,0.5742835060306951,0.5271974125447834,0.7667871669170727,0.7422377262979158,9.757729755661013e-05
96,0.22004380177093458,0.22390889869072508,0.5756702006751728,0.5326379110524833,0.7972280693847964,0.7159271039766627,9.844486647586726e-05
97,0.21791952698479725,0.2216592040846515,0.580243568688035,0.5254998760331672,0.706163187036652,0.7913695223554789,9.91232189110701e-05
98,0.2220922732560695,0.22422778153904052,0.5759216691865617,0.5171277691793605,0.6780428918180668,0.8194332822482561,9.960967771506666e-05
99,0.22952931552559513,0.25284454706738224,0.5286927951857715,0.500702075356261,0.8909531807017664,0.5915220803968685,9.990232305719946e-05
100,0.21946985827688176,0.207391336261505,0.6081860818569156,0.5568072311145188,0.74649092056094,0.7896370817705953,0.00010000000000000002
