train_loss,val_loss,val_auc,val_risk_acc,lr
0.6797044034022308,0.46712637735509327,0.8555247239840263,0.6379310344827587,9.984740801978984e-05
0.39478539609026864,0.24656149408141315,0.9538627554615926,0.8065134099616859,9.939057285945931e-05
0.28015427774903445,0.24309585691640204,0.9597501174536058,0.7835249042145593,9.863231105968498e-05
0.24966419874151471,0.19706435604342099,0.9662614517265681,0.8352490421455939,9.75772975566101e-05
0.22943290762702248,0.22489825838827082,0.9706439393939394,0.789272030651341,9.623203685930868e-05
0.2070219621656063,0.20476581378201186,0.9688087268029129,0.8448275862068966,9.46048229473242e-05
0.1983284133661404,0.2240122495026424,0.9740941390650693,0.789272030651341,9.270568813552755e-05
0.19471195939596056,0.19245851239710476,0.9714881371858116,0.8371647509578544,9.054634122155989e-05
0.18218975343107047,0.19169584921493385,0.9720387009631196,0.8275862068965517,8.814009529720152e-05
0.1633822301533462,0.19034286856765492,0.969917195207893,0.8486590038314177,8.550178566873408e-05
0.16844083801392587,0.19877426097904585,0.9706439393939394,0.8486590038314177,8.264767839234409e-05
0.14924757096357996,0.18122346231078737,0.9752686751233263,0.8486590038314177,7.959536998847741e-05
0.15747476345108402,0.21358347441501543,0.9741528658679822,0.8256704980842912,7.636367895343945e-05
0.15184495825695132,0.1870927489237767,0.9732352595724687,0.8620689655172413,7.297252973710755e-05
0.15001359632843134,0.19088567536452722,0.9740941390650693,0.8524904214559387,6.944282990207194e-05
0.1447119499915465,0.20100049800114614,0.9762743716232087,0.8601532567049809,6.57963412215599e-05
0.1303454662975369,0.184727620119336,0.9746079985905569,0.8639846743295019,6.205554551086731e-05
0.12799299665261943,0.18256482013797395,0.9743070237256284,0.8601532567049809,5.824350601949142e-05
0.12336997713264523,0.19115117694683,0.9741969109701668,0.8620689655172413,5.438372523852832e-05
0.12423404193778419,0.17076008635576656,0.9752172891707774,0.8812260536398467,5.0499999999999994e-05
0.11265099539193528,0.2137164240881401,0.9707907564012215,0.8620689655172413,4.6616274761471674e-05
0.10080372978998542,0.20042289799200622,0.9741235024665257,0.867816091954023,4.275649398050858e-05
0.10964654535903424,0.22588903422670803,0.9734114399812075,0.842911877394636,3.894445448913268e-05
0.10668930139894503,0.20793016503254572,0.9743804322292694,0.867816091954023,3.52036587784401e-05
0.11113794244811702,0.20876476397002794,0.9742042518205308,0.8620689655172413,3.155717009792805e-05
0.09234447829934293,0.20703362916164472,0.975312720225511,0.8754789272030651,2.802747026289243e-05
0.09341030275233557,0.22304355558650246,0.9735876203899461,0.8620689655172413,2.463632104656053e-05
0.08465881487336964,0.22351188598007993,0.9748942917547568,0.8697318007662835,2.1404630011522583e-05
0.08184709493247562,0.23329369449752502,0.9734628259337562,0.867816091954023,1.835232160765591e-05
0.08497398308490667,0.23370569608962855,0.9744611815832747,0.8659003831417624,1.5498214331265897e-05
0.07983575208533195,0.2271154464875487,0.9761055320648344,0.8697318007662835,1.2859904702798466e-05
0.07564265095757805,0.23358881175232574,0.9747107704956542,0.8659003831417624,1.0453658778440104e-05
0.07075900045105131,0.2337668678826756,0.9762156448202959,0.867816091954023,8.294311864472434e-06
0.06747073035482211,0.2379201028595939,0.9759880784590086,0.8639846743295019,6.395177052675792e-06
0.0750709641618792,0.23903853718862222,0.9754595372327931,0.8639846743295019,4.767963140691305e-06
0.06815157887266075,0.24748227001663825,0.9752246300211416,0.8582375478927203,3.4227024433898994e-06
0.06868570812569624,0.24141155338892534,0.9757017852948084,0.867816091954023,2.36768894031501e-06
0.07133500018568827,0.23990907284548912,0.9750924947145878,0.8639846743295019,1.6094271405406857e-06
0.06665328381834039,0.24003321857287965,0.975665081042988,0.8697318007662835,1.1525919802101657e-06
0.06982338945938016,0.24280489715694012,0.9752833568240544,0.8697318007662835,1e-06
0.07363475509609964,0.2419890241975757,0.9753274019262391,0.8639846743295019,1.1525919802101657e-06
0.07419840184232994,0.2425325947431883,0.9751512215175007,0.867816091954023,1.6094271405407022e-06
0.06761602533581813,0.2416890108337005,0.9751585623678647,0.8697318007662835,2.3676889403150542e-06
0.06759330547596744,0.24230091606348866,0.9748796100540286,0.8639846743295019,3.4227024433899764e-06
0.06957988885268428,0.24135588374973713,0.9749970636598544,0.8659003831417624,4.767963140691437e-06
0.06879618770992507,0.24551615999633325,0.9751071764153159,0.8697318007662835,6.395177052675984e-06
0.07224129946227317,0.24184410776443407,0.975452196382429,0.867816091954023,8.294311864472708e-06
0.0635746271761251,0.24072484198201205,0.976707481794691,0.8697318007662835,1.045365877844044e-05
0.07139648822272299,0.23987388490945444,0.977316772374912,0.8735632183908046,1.2859904702798879e-05
0.0726240587613388,0.23590304536951912,0.9770084566596196,0.8716475095785441,1.5498214331266415e-05
0.07458846117290306,0.25006834106427045,0.9739032769556025,0.8544061302681992,1.8352321607656518e-05
0.06931030152248929,0.24776197376150738,0.974622680291285,0.867816091954023,2.1404630011523314e-05
0.06503471649433902,0.2461820816642594,0.9739473220577871,0.867816091954023,2.4636321046561402e-05
0.06840940586077421,0.253148574510525,0.9719726333098426,0.867816091954023,2.8027470262893406e-05
0.061313614433019845,0.273058514385502,0.9696015386422364,0.8563218390804598,3.1557170097929173e-05
0.06879025307506945,0.24850697584014914,0.9756430584918958,0.8697318007662835,3.520365877844133e-05
0.07278249678564253,0.27108001784453617,0.975870624853183,0.8601532567049809,3.894445448913403e-05
0.06799586739327469,0.2589912942371606,0.9727948085506225,0.8563218390804598,4.275649398051007e-05
0.07223312011027472,0.2736560391169398,0.9748208832511159,0.867816091954023,4.6616274761473294e-05
0.07002768852170098,0.2767369870053626,0.9711724806201549,0.8620689655172413,5.0500000000001776e-05
0.07395867471789952,0.27110555669528313,0.9752466525722339,0.8544061302681992,5.4383725238530266e-05
0.06697295458397105,0.2909676326988301,0.9730223749119097,0.8505747126436781,5.824350601949349e-05
0.06902632414163629,0.3199111137011042,0.9733673948790228,0.8486590038314177,6.205554551086955e-05
0.07493557519433168,0.2956006187817146,0.9682287996241485,0.8620689655172413,6.579634122156224e-05
0.08841031719091043,0.29461603089310656,0.9760394644115574,0.8620689655172413,6.944282990207439e-05
0.07863932389207538,0.24971340388287985,0.9759660559079164,0.8563218390804598,7.297252973711017e-05
0.07759929933290101,0.23137900174748852,0.9776104063894762,0.8659003831417624,7.636367895344216e-05
0.07188603007702946,0.2627222286358875,0.975055790462767,0.8467432950191571,7.959536998848024e-05
0.07318949180547381,0.2572287132114286,0.9756503993422597,0.8735632183908046,8.264767839234706e-05
0.07982525257729489,0.2641557766645576,0.9746006577401926,0.867816091954023,8.550178566873716e-05
0.07273335550227812,0.2677800032913228,0.9730884425651868,0.8659003831417624,8.814009529720469e-05
0.07294645789565353,0.29018327650895975,0.9716716584449143,0.8218390804597702,9.054634122156315e-05
0.08506200692671187,0.2677888527112902,0.9694840850364106,0.8409961685823755,9.270568813553089e-05
0.07723939224045576,0.2641180839703572,0.9755623091378905,0.867816091954023,9.460482294732762e-05
0.0880305967673631,0.25598828386072914,0.9728755579046277,0.8486590038314177,9.623203685931215e-05
0.07879727889396661,0.26292638383605926,0.9715248414376321,0.8601532567049809,9.757729755661362e-05
0.09344316094378592,0.2338742701429517,0.9711284355179703,0.8544061302681992,9.863231105968856e-05
0.07953479862020861,0.2834685537036351,0.9660632487667371,0.8160919540229885,9.93905728594629e-05
0.06547565604833995,0.28074033895214856,0.9725378787878788,0.867816091954023,9.984740801979344e-05
0.08008736367045816,0.2192427221635692,0.9745712943387361,0.8524904214559387,0.00010000000000000361
